DATE,BOOK,EVENT_TYPE,NUMBER,MAIN ITEM,PROJECT,TRANSACTION,VENDOR,CODE,EXPLANATION,AMOUNT, UNIT_PRICE , TOTAL_AMOUNT , ,,
11/30/2017,VB-S BV,OUT,,GENERAL EXPENSES,S BV,BANKING FEES,VARENGOLD,,Interest,1, € 3.41 , € 3.41 ,-€ 3.41 ,,
11/30/2017,VB-SH,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,VARENGOLD,,Monthly fee,1, € 30.00 , € 30.00 ,-€ 30.00 ,,
11/30/2017,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,TRANSPORT,TRANSPORTATION,,Transportation,1, € 110.00 , € 110.00 ,-€ 110.00 ,,
11/30/2017,NKASA-A,EXP,,FIXTURE,SPDH,STATIONARY,,,Stationary,1, € 67.00 , € 67.00 ,-€ 67.00 ,,
12/1/2017,NKASA-I,IN,,CP,,,BA,,BA,1," € 100,000.00 "," € 100,000.00 "," € 100,000.00 ",,
12/1/2017,NKASA-A,EXP,,PLOT,IPSILANTOU,LEGAL EXPENSES,TAP,,TAP FOR IPSILANTOU,1, € 881.00 , € 881.00 ,-€ 881.00 ,,
12/1/2017,EB,IN,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,INTEREST,1, € 1.43 , € 1.43 , € 1.43 ,,
12/1/2017,NKASA-I,OUT,,LOAN,S BV TO FB,LOAN TRANSFER,FB,,FB,1," € 100,000.00 "," € 100,000.00 ","-€ 100,000.00 ",,
12/6/2017,EB,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,OUTGOING TRANSFER FEE,1, € 5.90 , € 5.90 ,-€ 5.90 ,,
12/6/2017,INVENTORY,INV_IN,,PLOT,IPSILANTOU,LAWYER FEE,KARAISKAKIS,,LAWYER FEE,1," € 1,000.00 "," € 1,000.00 "," € 1,000.00 ",,
12/6/2017,MSM,IN,,CP,,,MSM,,MSM,1," € 1,000.00 "," € 1,000.00 "," € 1,000.00 ",,
12/6/2017,EB,EXP,,PLOT,IPSILANTOU,TRANSFER TAX,TAX OFFICE,,YPSILANTOU TRANSFER TAX,1," € 23,175.00 "," € 23,175.00 ","-€ 23,175.00 ",,
12/6/2017,INVENTORY,INV_IN,,PLOT,IPSILANTOU,NOTARY ,THOMOPOULOU,,NOTARY FEE,1," € 6,945.95 "," € 6,945.95 "," € 6,945.95 ",,
12/6/2017,EB,OUT,,PLOT,IPSILANTOU,NOTARY ,THOMOPOULOU,,YPSILANTOU NOTARY FEE,1, € 220.00 , € 220.00 ,-€ 220.00 ,,
12/6/2017,MSM,OUT,,INTERBOOK,MSM TO VB-S BV,,,,TRANSFER TO VB-S BV,1," € 1,000.00 "," € 1,000.00 ","-€ 1,000.00 ",,
12/6/2017,VB-S BV,OUT,,GENERAL EXPENSES,S BV,BANKING FEES,VARENGOLD,,INCOMING TRANSFER FEE,1, € 10.00 , € 10.00 ,-€ 10.00 ,,
12/6/2017,VB-S BV,IN,,INTERBOOK,MSM TO VB-S BV,,,,BISVEST BV ,1," € 1,000.00 "," € 1,000.00 "," € 1,000.00 ",,
12/6/2017,EB,OUT,,PLOT,IPSILANTOU,LEGAL EXPENSES,LAND REGISTRY,,YPSILANTOU LAND REGISTRY,1," € 4,780.00 "," € 4,780.00 ","-€ 4,780.00 ",,
12/6/2017,EB,OUT,,PLOT,IPSILANTOU,LEGAL EXPENSES,CADASTRAL OFFICE,,YPSILANTOU CADASTRE,1, € 35.00 , € 35.00 ,-€ 35.00 ,,
12/7/2017,INVENTORY,INV_IN,,PLOT,IPSILANTOU,VAT,KARAISKAKIS,,VAT,1, € 240.00 , € 240.00 , € 240.00 ,,
12/8/2017,NKASA-A,EXP,,FIXTURE,SPDH,OTHERS,,,Lights for bedroom,1, € 28.00 , € 28.00 ,-€ 28.00 ,,
12/13/2017,EB,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,OUTGOING TRANSFER FEE,1, € 2.15 , € 2.15 ,-€ 2.15 ,,
12/13/2017,NKASA-I,OUT,,LOAN,S BV TO FB,LOAN TRANSFER,FB,,FB,1," € 50,000.00 "," € 50,000.00 ","-€ 50,000.00 ",,
12/13/2017,NKASA-I,IN,,LOAN,MSM TO S BV,LOAN TRANSFER,MSM,,G dan emanet,1," € 50,000.00 "," € 50,000.00 "," € 50,000.00 ",,
12/13/2017,EB,EXP,,CONSTRUCTION,IPSILANTOU,LEGAL EXPENSES,PATTA,,YPSILANTOU ENERGY CERTIFICATE-PATTA,1, € 250.00 , € 250.00 ,-€ 250.00 ,,
12/15/2017,NKASA-A,IN,,LOAN,SPDH TO BA,PAYBACK,BA,,SHORT TERM LOAN,1," € 5,000.00 "," € 5,000.00 "," € 5,000.00 ",,
12/15/2017,NKASA-A,OUT,,CONSTRUCTION,IPSILANTOU,GUARANTEE LETTER,KARAISKAKIS,,Deposit for demolition of Ypsilantou-Karaiskakis,1," € 1,200.00 "," € 1,200.00 ","-€ 1,200.00 ",,
12/15/2017,NKASA-A,EXP,,PLOT,IPSILANTOU,TRANSFER TAX,TAX OFFICE,,Transfer tax for Ypsilantou-Karaiskakis,1," € 1,545.00 "," € 1,545.00 ","-€ 1,545.00 ",,
12/19/2017,NKASA-I,IN,,CP,,,BA,,BA,1," € 130,000.00 "," € 130,000.00 "," € 130,000.00 ",,
12/19/2017,NKASA-I,OUT,,LOAN,S BV TO FB,LOAN TRANSFER,FB,,FB,1," € 50,000.00 "," € 50,000.00 ","-€ 50,000.00 ",,
12/19/2017,EB,EXP,,GENERAL EXPENSES,S BV,LEASE,REGUS,,S BV AMSTERDAM OFIS KIRASI,1, € 122.39 , € 122.39 ,-€ 122.39 ,,
12/22/2017,NKASA-I,IN,,CP,,,BA,,BA,1," € 20,000.00 "," € 20,000.00 "," € 20,000.00 ",,
12/22/2017,VB-S BV,IN,,CP,,,BA,,B,1," € 460,000.00 "," € 460,000.00 "," € 460,000.00 ",,
12/22/2017,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,COMMUNICATION,COSMOTE,,Cosmote bill with comission,1, € 462.00 , € 462.00 ,-€ 462.00 ,,
12/22/2017,NKASA-I,OUT,,LOAN,S BV TO FB,LOAN TRANSFER,FB,,FB,1," € 100,000.00 "," € 100,000.00 ","-€ 100,000.00 ",,
12/27/2017,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,OTHERS,CLEANING ,,Cleaning lady,1, € 83.00 , € 83.00 ,-€ 83.00 ,,
12/27/2017,VB-S BV,EXP,,OFFICIAL SET UP,S BV,INCORPORATION SERVICES,DYK,,DYK Cons.-Incorp. Fee,1," € 3,450.00 "," € 3,450.00 ","-€ 3,450.00 ",,
12/27/2017,VB-S BV,OUT,,LOAN,S BV TO SPDH,LOAN TRANSFER,SPDH,,Transfer TO VB-SH,1," € 450,000.00 "," € 450,000.00 ","-€ 450,000.00 ",,
12/27/2017,VB-SH,IN,,LOAN,S BV TO SPDH,LOAN TRANSFER,SPDH,,TRANSFER FROM VB-S BV,1," € 450,000.00 "," € 450,000.00 "," € 450,000.00 ",,
12/27/2017,VB-SH,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,VARENGOLD,,Incoming Transfer fee,1," € 4,500.00 "," € 4,500.00 ","-€ 4,500.00 ",,
12/27/2017,VB-SH,OUT,,INTERBOOK,SPDH TO SPDH,,,,TRANSFER TO EB-SH,1," € 445,000.00 "," € 445,000.00 ","-€ 445,000.00 ",,
12/28/2017,EB,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,INCOMING TRANSFER FEE,1, € 8.00 , € 8.00 ,-€ 8.00 ,,
12/28/2017,NKASA-A,IN,,PLOT,IPSILANTOU,NOTARY ,THOMOPOULOU,,Noterden iade,1, € 50.00 , € 50.00 , € 50.00 ,,
12/28/2017,EB,OUT,,PLOT,IPSILANTOU,NOTARY ,THOMOPOULOU,,YPSILANTOU NOTARY FEE-WITHHOLDING TAX,1, € 39.68 , € 39.68 ,-€ 39.68 ,,
12/28/2017,EB,OUT,,PLOT,DELIGIANNAKI,NOTARY ,THOMOPOULOU,,DELIGIANNAKI NOTARY FEE-WITHHOLDING TAX,1," € 1,762.72 "," € 1,762.72 ","-€ 1,762.72 ",,
12/28/2017,EB,IN,,INTERBOOK,SPDH TO SPDH,,,,SH-VB,1," € 445,000.00 "," € 445,000.00 "," € 445,000.00 ",,
12/29/2017,EB,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,OUTGOING TRANSFER FEE,1, € 4.30 , € 4.30 ,-€ 4.30 ,,
12/29/2017,NKASA-A,EXP,,GENERAL EXPENSES,SPDH,OTHERS,FOOD & BEVERAGE,,Supermarket,1, € 6.00 , € 6.00 ,-€ 6.00 ,,
12/29/2017,EB,EXP,,GENERAL EXPENSES,SPDH,ACC. SERVICES,MAMALOUKOS,,ACC. FEE MAMALOUKOS,1, € 992.00 , € 992.00 ,-€ 992.00 ,,
12/29/2017,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,SALARY,MAVROMATI,,Iliana Vacation fee,1, € 400.00 , € 400.00 ,-€ 400.00 ,,
12/29/2017,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,IKA ,MAVROMATI,,Iliana Superannuation fee,1, € 696.00 , € 696.00 ,-€ 696.00 ,,
12/29/2017,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,SALARY,MAVROMATI,,Iliana salary,1," € 1,000.00 "," € 1,000.00 ","-€ 1,000.00 ",,
12/29/2017,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,SALARY,MAVROMATI,,Iliana Christmas fee,1, € 404.00 , € 404.00 ,-€ 404.00 ,,
12/29/2017,EB,OUT,,PLOT,IPSILANTOU,NOTARY ,THOMOPOULOU,,YPSILANTOU NOTARY FEE,1," € 5,070.00 "," € 5,070.00 ","-€ 5,070.00 ",,
12/29/2017,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,TRANSPORT,TRANSPORTATION,,Transportation,1, € 45.00 , € 45.00 ,-€ 45.00 ,,
12/29/2017,NKASA-A,OUT,,PLOT,IPSILANTOU,LEGAL EXPENSES,CADASTRAL OFFICE,,Kadastro-Ypsilantou,1, € 35.00 , € 35.00 ,-€ 35.00 ,,
12/30/2017,VB-S BV,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,VARENGOLD,,Neg. Interest,1, € 20.79 , € 20.79 ,-€ 20.79 ,,
12/30/2017,VB-S BV,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,VARENGOLD,,Monthly fee,1, € 30.00 , € 30.00 ,-€ 30.00 ,,
12/30/2017,VB-SH,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,VARENGOLD,,Monthly fee,1, € 30.00 , € 30.00 ,-€ 30.00 ,,
1/2/2018,NKASA-A,OUT,,PLOT,IPSILANTOU,LEGAL EXPENSES,LAND REGISTRY,,Land Registry-Ypsilantou,1, € 11.00 , € 11.00 ,-€ 11.00 ,,
1/2/2018,EB,OUT,,PLOT,IPSILANTOU,TAX,TAX OFFICE,,YPSILANTOU ADD TAX,1, € 309.34 , € 309.34 ,-€ 309.34 ,,
1/2/2018,EB,IN,,,,,,,INTEREST,1, € 2.21 , € 2.21 , € 2.21 ,,
1/3/2018,NKASA-A,EXP,,GENERAL EXPENSES,SPDH,COURRIER FEE,,,Courier to accountant,1, € 7.00 , € 7.00 ,-€ 7.00 ,,
1/5/2018,NKASA-A,IN,,INTERBOOK,SPDH TO SPDH,,,,FROM EUROBANK,1," € 1,850.00 "," € 1,850.00 "," € 1,850.00 ",,
1/5/2018,NKASA-A,EXP,,FIXTURE,SPDH,STATIONARY,,,Elektrikli supurge+mouse,1, € 122.00 , € 122.00 ,-€ 122.00 ,,
1/5/2018,EB,OUT,,INTERBOOK,SPDH TO SPDH,,,,KASAYA-BA ARAC VERGILERI ODENDI,1," € 1,847.83 "," € 1,847.83 ","-€ 1,847.83 ",,
1/7/2018,NKASA-A,EXP,,CONSTRUCTION,IPSILANTOU,LEGAL EXPENSES,LAND REGISTRY,,Trafo replacement-Ypsilantou,1," € 1,700.00 "," € 1,700.00 ","-€ 1,700.00 ",,
1/8/2018,NKASA-A,IN,,LOAN,SPDH TO BA,PAYBACK,BA,,SHORT TERM LOAN,1," € 15,000.00 "," € 15,000.00 "," € 15,000.00 ",,
1/9/2018,NKASA-I,OUT,,LOAN,S BV TO FB,LOAN TRANSFER,FB,,FB,1," € 184,037.00 "," € 184,037.00 ","-€ 184,037.00 ",,
1/9/2018,NKASA-I,IN,,CP,,,MAA,,MAA,1," € 184,037.03 "," € 184,037.03 "," € 184,037.03 ",,
1/10/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,OTHERS,CLEANING ,,Cleaning lady,1, € 50.00 , € 50.00 ,-€ 50.00 ,,
1/12/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,COMMUNICATION,,,Telefon - Plafidis,1, € 96.00 , € 96.00 ,-€ 96.00 ,,
1/12/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,UTILITY,,,Elektrik-su - Plafidis,1, € 145.04 , € 145.04 ,-€ 145.04 ,,
1/17/2018,INVENTORY,INV_IN,41,PLOT,KIVELIS,ARCHEO. DIGGING,KARAMBINIS,,KYVELIS ARCHEOLOGICAL DIGGING-KARAMPINIS,1, € 450.00 , € 450.00 , € 450.00 ,,
1/18/2018,NKASA-A,OUT,,PLOT,DELIGIANNAKI,LAWYER FEE,KARAISKAKIS,,DELIGIANNAKI LAWYER FEE-KARAISKAKIS,1," € 1,240.00 "," € 1,240.00 ","-€ 1,240.00 ",,
1/19/2018,NKASA-A,IN,,CP,,,BA,,BA,1," € 10,000.00 "," € 10,000.00 "," € 10,000.00 ",,
1/23/2018,EB,OUT,,GENERAL EXPENSES,SPDH,COMMUNICATION,COSMOTE,,COSMOTE LANDLINE,1, € 149.00 , € 149.00 ,-€ 149.00 ,,
1/23/2018,EB,OUT,41,PLOT,KIVELIS,ARCHEO. DIGGING,KARAMBINIS,,KYVELIS ARCHEOLOGICAL DIGGING-KARAMPINIS,1, € 544.50 , € 544.50 ,-€ 544.50 ,,
1/23/2018,EB,OUT,,GENERAL EXPENSES,SPDH,LEGAL EXPENSES,,,METAXA RALLI-PAYMENT OF BAILIFF EXPENSE,1, € 86.80 , € 86.80 ,-€ 86.80 ,,
1/23/2018,EB,OUT,,GENERAL EXPENSES,SPDH,MAINTENANCE,,,3 OKEANIDON FLAT EXPENSES,1, € 567.00 , € 567.00 ,-€ 567.00 ,,
1/23/2018,INVENTORY,INV_IN,41,PLOT,KIVELIS,VAT,KARAMBINIS,,VAT OF INVOICE 41,1, € 108.00 , € 108.00 , € 108.00 ,,
1/24/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,UTILITY,DEI,,Elektrik aboneligi icin - Okeanidon,1, € 50.00 , € 50.00 ,-€ 50.00 ,,
1/26/2018,NKASA-A,IN,,CP,,,BA,,BA,1," € 70,000.00 "," € 70,000.00 "," € 70,000.00 ",,
1/26/2018,NKASA-I,IN,,CP,,,BA,,B,1," € 80,000.00 "," € 80,000.00 "," € 80,000.00 ",,
1/26/2018,NKASA-I,IN,,CP,,,BA,,B,1," € 20,000.00 "," € 20,000.00 "," € 20,000.00 ",,
1/26/2018,NKASA-I,OUT,,LOAN,S BV TO FB,LOAN TRANSFER,FB,,FB,1," € 80,000.00 "," € 80,000.00 ","-€ 80,000.00 ",,
1/26/2018,NKASA-I,OUT,,LOAN,S BV TO FB,LOAN TRANSFER,FB,,FB,1," € 20,000.00 "," € 20,000.00 ","-€ 20,000.00 ",,
1/26/2018,NKASA-A,IN,,LOAN,MSM TO SPDH,LOAN TRANSFER,MSM,,MSM EMANET,1," € 20,000.00 "," € 20,000.00 "," € 20,000.00 ",,
1/26/2018,INVENTORY,INV_IN,,PLOT,KIVELIS,PLOT PURCHASE,TSANDILIS,,PLOT PURCHASE,1," € 950,000.00 "," € 950,000.00 "," € 950,000.00 ",,
1/26/2018,NKASA-A,OUT,,PLOT,KIVELIS,PLOT PAYMENT,TSANDILIS,,KYVELIS&IRAS DOWN PAYMENT,1," € 10,000.00 "," € 10,000.00 ","-€ 10,000.00 ",,
1/26/2018,NKASA-A,OUT,,PLOT,KIVELIS,PLOT PAYMENT,TSANDILIS,,KYVELIS&IRAS DOWN PAYMENT,1," € 100,000.00 "," € 100,000.00 ","-€ 100,000.00 ",,
1/29/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,UTILITY,EYDAP,,Water bill,1, € 8.00 , € 8.00 ,-€ 8.00 ,,
1/31/2018,EB,OUT,,GENERAL EXPENSES,SPDH,MEMBERSHIP&OFFICIAL FEES,CoC,,CHAMBER OF COMMERCE FEE,1, € 155.00 , € 155.00 ,-€ 155.00 ,,
1/31/2018,EB,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,OUTGOING TRANSFER FEE,1, € 1.10 , € 1.10 ,-€ 1.10 ,,
1/31/2018,NKASA-A,EXP,,GENERAL EXPENSES,SPDH,OTHERS,FOOD & BEVERAGE,,Supermarket,1, € 15.00 , € 15.00 ,-€ 15.00 ,,
1/31/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,SALARY,MAVROMATI,,ILIANA SALARY,1," € 1,000.00 "," € 1,000.00 ","-€ 1,000.00 ",,
1/31/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,SALARY,MILONAS,,ILIAS MILONAS,1," € 2,000.00 "," € 2,000.00 ","-€ 2,000.00 ",,
1/31/2018,VB-S BV,OUT,,GENERAL EXPENSES,S BV,BANKING FEES,VARENGOLD,,Monthly fee,1, € 30.00 , € 30.00 ,-€ 30.00 ,,
1/31/2018,VB-SH,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,VARENGOLD,,Monthly fee,1, € 30.00 , € 30.00 ,-€ 30.00 ,,
1/31/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,TRANSPORT,TRANSPORTATION,,Transportation,1, € 54.00 , € 54.00 ,-€ 54.00 ,,
2/1/2018,EB,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,PAYMENT CHECKS FEE,1, € 20.00 , € 20.00 ,-€ 20.00 ,,
2/1/2018,EB,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,OUTGOING TRANSFER FEE,1, € 1.00 , € 1.00 ,-€ 1.00 ,,
2/1/2018,EB,OUT,,CONSTRUCTION,DELIGIANNAKI,ARCH. SERVICES,GAVALAS,,GAVALAS,1," € 6,000.00 "," € 6,000.00 ","-€ 6,000.00 ",,
2/1/2018,INVENTORY,INV_IN,,PLOT,ELLINIKO,PLOT PURCHASE,SOFIANOU,,PLOT PURCHASE,1," € 1,850,000.00 "," € 1,850,000.00 "," € 1,850,000.00 ",,
2/1/2018,EB,OUT,,PLOT,ELLINIKO,PLOT PAYMENT,SOFIANOU,,KAPORA FOR ELLINIKO 31i,1," € 20,000.00 "," € 20,000.00 ","-€ 20,000.00 ",,
2/1/2018,EB,IN,,,,,,,INTEREST,1, € 15.71 , € 15.71 , € 15.71 ,,
2/2/2018,NKASA-A,OUT,,OFFICIAL SET UP,SPDH,UTILITY,DEI,,ELECTRICITY GUARANTEE OKEANIDON,1, € 130.00 , € 130.00 ,-€ 130.00 ,,
2/3/2018,NKASA-A,IN,,CP,,,BA,,BA,1," € 50,000.00 "," € 50,000.00 "," € 50,000.00 ",,
2/3/2018,INVENTORY,INV_IN,,FIXTURE,SPDH,MOTOR VEHICLE,FA AUTO,,AUDI A6 PURCHASE,1," € 31,520.00 "," € 31,520.00 "," € 31,520.00 ",,
2/5/2018,NKASA-A,OUT,,FIXTURE,SPDH,MOTOR VEHICLE,FA AUTO,,AUDI A6 DOWN PAYMENT,1," € 10,000.00 "," € 10,000.00 ","-€ 10,000.00 ",,
2/5/2018,NKASA-A,OUT,,LOAN,MSM TO SPDH,PAYBACK,MSM,,MSM IADE,1," € 20,000.00 "," € 20,000.00 ","-€ 20,000.00 ",,
2/5/2018,VB-S BV,EXP,,GENERAL EXPENSES,S BV,LEASE,REGUS,,REGUS OFFICE RENT/BISVEST,1, € 122.39 , € 122.39 ,-€ 122.39 ,,
2/5/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,TRANSPORT,TRANSPORTATION,,Kargo,1, € 12.80 , € 12.80 ,-€ 12.80 ,,
2/6/2018,EB,OUT,,CONSTRUCTION,IPSILANTOU,GUARANTEE LETTER,EB,,GUARANTEE LETTER FOR YPSILANTOU,1," € 1,000.00 "," € 1,000.00 ","-€ 1,000.00 ",,
2/6/2018,EB,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,FEE FOR GUARANTEE LETTER FOR YPSILANTOU,1, € 45.00 , € 45.00 ,-€ 45.00 ,,
2/9/2018,EB,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,OUTGOING TRANSFER FEE,1, € 2.15 , € 2.15 ,-€ 2.15 ,,
2/9/2018,NKASA-A,EXP,,GENERAL EXPENSES,SPDH,SALES & MARKETING,,,BUSINESS CARDS,1, € 20.00 , € 20.00 ,-€ 20.00 ,,
2/9/2018,EB,OUT,,GENERAL EXPENSES,SPDH,LEGAL EXPENSES,,,AGRE. TRANSLATION FEE,1, € 173.60 , € 173.60 ,-€ 173.60 ,,
2/12/2018,NKASA-A,OUT,,FIXTURE,SPDH,MOTOR VEHICLE,FA AUTO,,AUDI A6 PAYMENT,1," € 15,000.00 "," € 15,000.00 ","-€ 15,000.00 ",,
2/12/2018,NKASA-A,IN,,CP,,,MSM,,MSM,1," € 15,000.00 "," € 15,000.00 "," € 15,000.00 ",,
2/12/2018,NKASA-A,EXP,,CONSTRUCTION,DELIGIANNAKI,LEGAL EXPENSES,LAND REGISTRY,,Trafo replacement-Deligiannaki,1," € 1,800.00 "," € 1,800.00 ","-€ 1,800.00 ",,
2/13/2018,EB,OUT,,GENERAL EXPENSES,SPDH,MEMBERSHIP&OFFICIAL FEES,CoC,,CoC DOCUMENT FEE,1, € 20.00 , € 20.00 ,-€ 20.00 ,,
2/13/2018,EB,OUT,,GENERAL EXPENSES,SPDH,COMMUNICATION,COSMOTE,,COSMOTE MOBILE,1, € 356.85 , € 356.85 ,-€ 356.85 ,,
2/13/2018,EB,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,OUTGOING TRANSFER FEE,1, € 0.55 , € 0.55 ,-€ 0.55 ,,
2/13/2018,NKASA-A,OUT,,OFFICIAL SET UP,SPDH,,,,Fee for an official certificate for Romania bank ac,1, € 20.00 , € 20.00 ,-€ 20.00 ,,
2/20/2018,EB,OUT,,GENERAL EXPENSES,SPDH,MEMBERSHIP&OFFICIAL FEES,CoC,,PENALTY FOR CoC,1, € 102.40 , € 102.40 ,-€ 102.40 ,,
2/20/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,SALARY,MILONAS,,ILIAS MILONAS,1," € 2,000.00 "," € 2,000.00 ","-€ 2,000.00 ",,
2/21/2018,NKASA-A,OUT,,FIXTURE,SPDH,MOTOR VEHICLE,FA AUTO,,AUDI A6 PAYMENT,1," € 6,520.00 "," € 6,520.00 ","-€ 6,520.00 ",,
2/21/2018,NKASA-A,IN,,CP,,,MSM,,MSM,1," € 6,520.00 "," € 6,520.00 "," € 6,520.00 ",,
2/22/2018,EB,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,EB,,OUTGOING TRANSFER FEE,1, € 1.00 , € 1.00 ,-€ 1.00 ,,
2/22/2018,EB,EXP,,GENERAL EXPENSES,SPDH,ACC. SERVICES,MAMALOUKOS,,ACC. FEE MAMALOUKOS,1, € 992.00 , € 992.00 ,-€ 992.00 ,,
2/22/2018,EB,EXP,,FIXTURE,SPDH,STATIONARY,,,PROJECTION DEVICE,1, € 368.00 , € 368.00 ,-€ 368.00 ,,
2/23/2018,NKASA-A,OUT,,PLOT,DELIGIANNAKI,LEGAL EXPENSES,CADASTRAL OFFICE,,Cadastre ,1, € 15.00 , € 15.00 ,-€ 15.00 ,,
2/23/2018,NKASA-A,OUT,,PLOT,IPSILANTOU,LEGAL EXPENSES,CADASTRAL OFFICE,,Cadastre ,1, € 15.00 , € 15.00 ,-€ 15.00 ,,
2/26/2018,NKASA-A,IN,,CP,,,BA,,BA,1," € 30,000.00 "," € 30,000.00 "," € 30,000.00 ",,
2/26/2018,INVENTORY,INV_IN,,CONSTRUCTION,KEKROPOS,ARCH. SERVICES,GAVALAS,,ARCHITECTURAL SERVICES,1059.15, € 32.00 ," € 33,892.80 "," € 33,892.80 ",,
2/26/2018,NKASA-A,OUT,,CONSTRUCTION,DELIGIANNAKI,ARCH. SERVICES,GAVALAS,,Gavalas payment,1," € 4,938.36 "," € 4,938.36 ","-€ 4,938.36 ",,
2/26/2018,NKASA-A,OUT,,PLOT,KEKROPOS,ARCHEO. DIGGING,XAXALAS,,VARI ARCHEOLOGICAL DIGGING-HAHALAS,1, € 200.00 , € 200.00 ,-€ 200.00 ,,
2/26/2018,EB,EXP,,PLOT,KEKROPOS,TRANSFER TAX,TAX OFFICE,,VARI TRANSFER TAX,1," € 14,082.28 "," € 14,082.28 ","-€ 14,082.28 ",,
2/26/2018,NKASA-A,OUT,,CONSTRUCTION,IPSILANTOU,ARCH. SERVICES,GAVALAS,,Gavalas payment,1," € 2,061.64 "," € 2,061.64 ","-€ 2,061.64 ",,
2/26/2018,INVENTORY,INV_IN,,PLOT,KEKROPOS,ARCHEO. DIGGING,XAXALAS,,VARI ARCHEOLOGICAL DIGGING-HAHALAS,1, € 200.00 , € 200.00 , € 200.00 ,,
2/28/2018,INVENTORY,INV_IN,,PLOT,KEKROPOS,PLOT PURCHASE,BABIS,,PLOT PURCHASE,1," € 360,000.00 "," € 360,000.00 "," € 360,000.00 ",,
2/28/2018,EB,OUT,,PLOT,KEKROPOS,PLOT PAYMENT,BABIS,,VARI PURCHASE PAYMENT,1," € 360,000.00 "," € 360,000.00 ","-€ 360,000.00 ",,
2/28/2018,NKASA-A,EXP,,GENERAL EXPENSES,SPDH,OTHERS,FOOD & BEVERAGE,,Supermarket,1, € 2.40 , € 2.40 ,-€ 2.40 ,,
2/28/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,SALARY,MAVROMATI,,Iliana salary,1," € 1,000.00 "," € 1,000.00 ","-€ 1,000.00 ",,
2/28/2018,VB-S BV,EXP,,GENERAL EXPENSES,S BV,LEASE,REGUS,,S BV AMSTERDAM OFIS KIRASI,1, € 122.39 , € 122.39 ,-€ 122.39 ,,
2/28/2018,VB-S BV,OUT,,GENERAL EXPENSES,S BV,BANKING FEES,VARENGOLD,,Monthly fee,1, € 30.00 , € 30.00 ,-€ 30.00 ,,
2/28/2018,VB-SH,OUT,,GENERAL EXPENSES,SPDH,BANKING FEES,VARENGOLD,,Monthly fee,1, € 30.00 , € 30.00 ,-€ 30.00 ,,
2/28/2018,INVENTORY,INV_IN,,PLOT,KEKROPOS,NOTARY ,DRAGIOS,,NOTARY FEE,1," € 4,127.36 "," € 4,127.36 "," € 4,127.36 ",,
2/28/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,MANAGEMENT,,,Yonetim,1," € 10,000.00 "," € 10,000.00 ","-€ 10,000.00 ",,
2/28/2018,NKASA-A,OUT,,GENERAL EXPENSES,SPDH,TRANSPORT,TRANSPORTATION,,Transportation,1, € 73.00 , € 73.00 ,-€ 73.00 ,,
2/28/2018,NKASA-A,EXP,,FIXTURE,SPDH,STATIONARY,,,Stationary,1, € 126.53 , € 126.53 ,-€ 126.53 ,,
3/1/2018,NKASA-I,IN,,CP,,,BA,,BA,1," € 50,000.00 "," € 50,000.00 "," € 50,000.00 ",,
